x,y,type,geom
98.43723828591295,25.72640870451361,square,POINT (443549.73582757305 2845506.244681826)
98.43729546458415,25.726293795410697,square,POINT (443555.41724820365 2845493.494866209)
98.43585783572834,25.726375456255003,square,POINT (443411.24521871697 2845503.153804911)
98.43596265663749,25.72634326394025,square,POINT (443421.7447184735 2845499.5437988187)
98.43605556607967,25.72630034084035,square,POINT (443431.044289635 2845494.750548316)
98.38910768077226,25.724266090426887,square,POINT (438720.57744319265 2845290.429668099)
98.38919837771788,25.72415554389467,square,POINT (438729.6189427048 2845278.145264403)
98.38734108342368,25.72773392990597,square,POINT (438545.14605074504 2845675.2915715175)
98.38726523802455,25.727769720033542,square,POINT (438537.55633650784 2845679.290413899)
98.38719662,25.72780226,square,POINT (438530.6895357488 2845682.9255750705)
98.36170664305158,25.72551704048606,square,POINT (435972.5429084229 2845441.970818749)
98.36187014454352,25.72536974,square,POINT (435988.8653716354 2845425.5794041622)
98.36167939,25.72535992481401,square,POINT (435969.7252104847 2845424.584451014)
98.36143959,25.72521753855691,square,POINT (435945.59361861343 2845408.932407612)
98.36153769150988,25.725119341038884,square,POINT (435955.38183715 2845398.010037615)
98.36136874,25.725021143439776,square,POINT (435938.3811298273 2845387.2172507867)
98.36087824,25.724328848065117,square,POINT (435888.80573204777 2845310.787982798)
98.36169607005388,25.72465695106038,square,POINT (435971.0216934855 2845346.7263793787)
98.36153713293102,25.72462513,square,POINT (435955.0610754887 2845343.2797445967)
98.36158009742802,25.72548319123801,square,POINT (435959.8306066499 2845438.2836164786)
98.36155153453728,25.725438160487016,square,POINT (435956.9412554007 2845433.310598462)
98.36151202240312,25.724897337472047,square,POINT (435952.68795942556 2845373.4369747713)
98.36148410765011,25.72493738811089,square,POINT (435949.9091877191 2845377.885879967)
98.36052716404625,25.723937027359437,square,POINT (435853.3781390798 2845267.566833597)
98.35445019849791,25.730904280769128,square,POINT (435247.5450147141 2846042.115091047)
98.35457833742592,25.73080560408516,square,POINT (435260.3450014626 2846031.1243733536)
98.35452046823264,25.73071437462524,square,POINT (435254.4908051514 2846021.0496507823)
98.35439646281844,25.73080374226015,square,POINT (435242.1003969063 2846031.007424335)
98.35433239335444,25.730718098278032,square,POINT (435235.62727152446 2846021.554310462)
98.35445846552552,25.730625006923148,square,POINT (435248.22298082866 2846011.1831373903)
98.35386530629424,25.73055984293136,square,POINT (435188.6885556367 2846004.257796512)
98.35292580910438,25.730045321292494,square,POINT (435094.1692741705 2845947.7393567776)
98.35297773245392,25.729980555719905,square,POINT (435099.3425050725 2845940.5414226195)
98.35303631264316,25.729883407294867,square,POINT (435105.16590488225 2845929.75401103)
98.35315613575752,25.729891802840907,square,POINT (435117.1898512665 2845930.62485075)
98.35325199,25.729924185655783,square,POINT (435126.8229365189 2845934.163927317)
98.35284326429226,25.72987261302052,square,POINT (435085.7954709059 2845928.6535540204)
98.35280998009382,25.729921786929054,square,POINT (435082.4834567999 2845934.115641345)
98.35277935863128,25.72997935635712,square,POINT (435079.44310253276 2845940.50617303)
98.35218932077092,25.73030775264663,square,POINT (435020.4352984767 2845977.1644865624)
98.34012237659267,25.73263678095707,square,POINT (433811.29988646077 2846241.0878382535)
98.33998374132037,25.732582006035592,square,POINT (433797.3634178258 2846235.0913792993)
98.33984510604805,25.732557905062144,square,POINT (433783.4439301972 2846232.49189689)
98.33969674198468,25.73252284909205,square,POINT (433768.5424965342 2846228.6841095826)
98.33955324231684,25.732500939105485,square,POINT (433754.1362751919 2846226.3297384013)
98.33944136121988,25.73247902911488,square,POINT (433742.90162594744 2846223.9595058896)
98.34127037,25.731867738749184,square,POINT (433926.0272415574 2846155.345555292)
98.34116335723394,25.731802008415173,square,POINT (433915.25627646904 2846148.119892423)
98.34115834,25.73193786353077,square,POINT (433914.8284573957 2846163.1675667632)
98.34098858642842,25.731851374266466,square,POINT (433897.75267172046 2846153.6744089886)
98.33098258,25.73594331476215,square,POINT (432896.3676824527 2846611.884055127)
98.33107416,25.735937127742726,square,POINT (432905.54987150856 2846611.152304968)
98.33118176099484,25.73593094072298,square,POINT (432916.33955252514 2846610.41241275)
98.33114512993318,25.73569996,square,POINT (432912.53561644215 2846584.8510462604)
98.33098486903836,25.735712332485218,square,POINT (432896.4676222388 2846586.302901107)
98.3306323,25.73639909097404,square,POINT (432861.48858818976 2846662.5369135975)
98.33081773981952,25.73632897167058,square,POINT (432880.050100856 2846654.677240598)
98.32320543509476,25.73546485185423,square,POINT (432116.0118923465 2846562.875314723)
98.32348076839168,25.735506889567645,square,POINT (432143.6531044636 2846567.3891297616)
98.32418776829816,25.735435425445992,square,POINT (432214.5282574056 2846559.1114601614)
98.32430210161635,25.735200013917837,square,POINT (432225.86297027214 2846532.9822013057)
98.32416443496793,25.73513275339557,square,POINT (432212.01611752505 2846525.6041916665)
98.32397543,25.735120142043414,square,POINT (432193.0512437401 2846524.3046692777)
98.32378176835186,25.73510542879754,square,POINT (432173.6170806337 2846522.7747997865)
98.32335476840832,25.73618369,square,POINT (432131.3990409904 2846642.4063773016)
98.35560398695016,25.74964576881417,square,POINT (435373.41794937436 2848117.058815621)
98.35542726588072,25.74970364982943,square,POINT (435355.7254251894 2848123.5554208546)
98.35534693812188,25.74953000669904,square,POINT (435347.5751313565 2848104.3648210876)
98.35552365919132,25.749454037749672,square,POINT (435365.2578887519 2848095.865070935)
98.35548751169983,25.74925868879965,square,POINT (435361.5268225439 2848074.2490159445)
98.35535898728573,25.749316570003515,square,POINT (435348.6680377243 2848080.722027707)
98.35522644648364,25.74936359846089,square,POINT (435335.40057336935 2848085.9951424273)
98.35519029899218,25.74913931,square,POINT (435331.653785448 2848061.1740698135)
98.35537103644954,25.74906333952837,square,POINT (435349.7394084574 2848052.6723032086)
98.35515415150071,25.74890054822357,square,POINT (435327.8991490939 2848034.7504441794)
98.35500554514688,25.748998223033222,square,POINT (435313.04780775384 2848045.6402508486)
98.35441111973152,25.748386849754663,square,POINT (435253.0994475733 2847978.2258788156)
98.35565218360546,25.74840493776665,square,POINT (435377.58034542715 2847979.6203086646)
98.35184832904328,25.746389339885468,square,POINT (434994.9800470436 2847758.2738127904)
98.35158220651977,25.747314092668866,square,POINT (434968.7926107952 2847860.816067176)
98.35220469,25.747943786581946,square,POINT (435031.56674050045 2847930.2442669976)
98.34756402459836,25.751615413610512,square,POINT (434568.14625542605 2848339.150530303)
98.34276690791684,25.74980431450248,square,POINT (434086.0376295545 2848140.9704604135)
98.34256385535888,25.74980431450248,square,POINT (434065.67291110783 2848141.071966849)
98.34235516245212,25.749834796062352,square,POINT (434044.75933919335 2848144.5519886473)
98.34216339,25.74994148146032,square,POINT (434025.5849331432 2848156.462729441)
98.34196033803389,25.75001260500574,square,POINT (434005.2595389282 2848164.4408667344)
98.34166139954576,25.74988559864476,square,POINT (433975.20798230794 2848150.525253044)
98.34296432012594,25.75050539,square,POINT (434106.22348076786 2848218.5118325013)
98.34305456570726,25.750276777801577,square,POINT (434115.1482927902 2848193.149390387)
98.34286843,25.75028185804189,square,POINT (434096.4835122297 2848193.805005583)
98.34270486407968,25.750388543038337,square,POINT (434080.13755344634 2848205.7015303858)
98.34231568001027,25.750083728508564,square,POINT (434040.93701763055 2848172.1396191684)
98.34284023245164,25.750469826780844,square,POINT (434093.7588232999 2848214.635591523)
98.34106225906032,25.749371910124847,square,POINT (433914.83426575415 2848093.9372078995)
98.34329405559988,25.75701889862407,square,POINT (434142.8859109679 2848939.682406094)
98.34339821795535,25.75695936324196,square,POINT (434153.29918235296 2848933.037160926)
98.34351439904415,25.756898023726134,square,POINT (434164.9167904266 2848926.18612464)
98.34363058013297,25.756851117016183,square,POINT (434176.5423675866 2848920.933453045)
98.34355446148858,25.75666529409853,square,POINT (434168.8062028634 2848900.3925888115)
98.34344629288866,25.756715809095216,square,POINT (434157.98614890105 2848906.0408632453)
98.34334012741095,25.75677895281085,square,POINT (434147.3739567416 2848913.086707701)
98.34379890164588,25.742518157499067,square,POINT (434185.5247352922 2847333.554270348)
98.34364636,25.74272929026789,square,POINT (434170.341159413 2847357.012141058)
98.34323337587044,25.742685723219328,square,POINT (434128.8954845691 2847352.3935052506)
98.34324081699909,25.742534914081723,square,POINT (434129.558669314 2847335.688535146)
98.34340080126452,25.74250810354833,square,POINT (434145.5901426985 2847332.639540572)
98.34359799117306,25.74246453641868,square,POINT (434165.3440770897 2847327.716298444)
98.34324081699909,25.74179762220934,square,POINT (434129.1521552432 2847254.0376586537)
98.35517023689768,25.73704946,square,POINT (435323.0967013363 2846722.304255679)
98.35507477,25.737000321789388,square,POINT (435313.4941706311 2846716.9088609586)
98.35500657,25.736914323017174,square,POINT (435306.6076605549 2846707.4184431247)
98.35584307052136,25.73698394107567,square,POINT (435390.5487704022 2846714.718328326)
98.35567486211544,25.73692660855988,square,POINT (435373.64588123414 2846708.4514761004)
98.35575215,25.736816038629883,square,POINT (435381.33804020577 2846696.1686594803)
98.35593399,25.736881561563774,square,POINT (435399.6133604409 2846703.3358838246)
98.35902482020384,25.73632872131611,square,POINT (435709.33665245643 2846640.602399438)
98.35354272869324,25.720728944367853,square,POINT (435150.99902895035 2844915.704058705)
98.35384457342788,25.72051811585992,square,POINT (435181.164945336 2844892.2078601117)
98.3548315,25.72047839,square,POINT (435280.14963705314 2844887.32475411)
98.35469584340998,25.72033478641883,square,POINT (435266.4627979649 2844871.487560182)
98.35480098034004,25.72011784621518,square,POINT (435276.8924516957 2844847.411224324)
98.36029514345928,25.718084812339583,square,POINT (435826.96268184244 2844619.583346395)
98.36121512118748,25.71900299018696,square,POINT (435919.74611993483 2844720.8189171)
98.36139140434496,25.719017879499063,square,POINT (435937.4385518659 2844722.3822628595)
98.36167235562723,25.718819355184465,square,POINT (435965.51685327967 2844700.2606453183)
98.36199187,25.71841237930373,square,POINT (435997.3521807182 2844655.0356987817)
98.36185965648208,25.718466973710065,square,POINT (435984.1179966034 2844661.1457853536)
98.36185415,25.71835778487235,square,POINT (435983.5069094058 2844649.0564812464)
98.36117105,25.71724108,square,POINT (435914.3809059406 2844525.71931427)
98.36117105,25.717121958768008,square,POINT (435914.31708114804 2844512.5279331547)
98.36117105,25.717012768695728,square,POINT (435914.25857527496 2844500.435822383)
98.36546916,25.721843800679384,square,POINT (436348.01703274203 2845033.362777462)
98.36795218967234,25.72035403657562,square,POINT (436596.31453073426 2844867.1859320058)
98.36713218413026,25.72071210934769,square,POINT (436514.2439181173 2844907.2343028937)
98.3671531,25.72061034140633,square,POINT (436516.28837403224 2844895.9540893463)
98.36962985407222,25.719585118769725,square,POINT (436764.2066116682 2844781.2285258872)
98.38506090583024,25.71814047036848,square,POINT (438311.47038154484 2844613.942431733)
98.38512992127052,25.71802854856884,square,POINT (438318.33621268097 2844601.5155881033)
98.38423272054692,25.71811145361572,square,POINT (438228.3727496505 2844611.1162428306)
98.38429253392847,25.717974660257376,square,POINT (438234.30251919833 2844595.9392988365)
98.38438455451552,25.71786688356122,square,POINT (438243.4782858098 2844583.9606960686)
98.38452259,25.717962224489728,square,POINT (438257.37464445445 2844594.4545160546)
98.38463301010052,25.71777568781897,square,POINT (438268.3560661275 2844573.7451784685)
98.38475263686368,25.71770107306877,square,POINT (438280.3184244313 2844565.4261611155)
98.38480784921587,25.71736531,square,POINT (438285.68403289834 2844528.216385798)
98.38387259741972,25.71950076,square,POINT (438192.9635813547 2844765.1415718286)
98.38345834461836,25.71465068651456,square,POINT (438148.8985854311 2844228.2217454663)
98.38360501785904,25.714614970936708,square,POINT (438163.59465315816 2844224.19778691)
98.38354555573444,25.714489966329797,square,POINT (438157.5646736374 2844210.382205908)
98.38339888249378,25.714493537891816,square,POINT (438142.8519697399 2844210.846434841)
98.38344645219344,25.714247099860888,square,POINT (438147.49682827154 2844183.532778995)
98.38354951987608,25.714154239021177,square,POINT (438157.7887957426 2844173.200784332)
98.38349005775147,25.71399708974269,square,POINT (438151.7421684988 2844155.8253979427)
98.38339888249378,25.714072092833312,square,POINT (438142.63403292437 2844164.174198971)
98.38333545622751,25.71387208448659,square,POINT (438136.1675242208 2844142.0543199987)
98.38343455976852,25.71378993810392,square,POINT (438146.06736354646 2844132.910729159)
98.38326013753635,25.713764937019675,square,POINT (438128.55594491924 2844130.223740446)
98.38325220925309,25.71354707020605,square,POINT (438127.6478718729 2844106.100157048)
98.38264531926444,25.71517529925305,square,POINT (438067.6059971345 2844286.700210505)
98.38255620319832,25.715111067075007,square,POINT (438058.6324846293 2844279.6287247073)
98.37665522395338,25.70978587243413,square,POINT (437463.85363941494 2843692.6799498666)
98.37648351053552,25.709848594428884,square,POINT (437446.65910985164 2843699.707316008)
98.37658097,25.709710605996783,square,POINT (437456.3646408175 2843684.3798542777)
98.37647190827757,25.709675063495933,square,POINT (437445.4043728572 2843680.4954113606)
98.37639997,25.70976914656328,square,POINT (437438.2367108517 2843690.9485613657)
98.37640461518136,25.709566345192137,square,POINT (437438.59627003653 2843668.487455946)
98.37669699208205,25.70953289338637,square,POINT (437467.91184933146 2843664.644421564)
98.37659257176036,25.709455536049525,square,POINT (437457.3953151777 2843656.127055586)
98.37480814448566,25.71009948207732,square,POINT (437278.7079077763 2843728.2860728125)
98.37482206719524,25.710015852919945,square,POINT (437280.06087332097 2843719.0180837684)
98.37736453284413,25.705127545534264,square,POINT (437532.5838904087 2843176.465669897)
98.37738652371796,25.70499131996037,square,POINT (437534.71912499017 2843161.369202414)
98.37748823,25.704842710065595,square,POINT (437544.84591097955 2843144.863560916)
98.37762704890088,25.704772120300564,square,POINT (437558.7366479941 2843136.9805901395)
98.37725595,25.70482661064918,square,POINT (437521.53295845527 2843143.1905057766)
98.37542854811868,25.70219366282268,square,POINT (437336.8105095684 2842852.4748330475)
98.37559203179173,25.701996418851376,square,POINT (437353.1099734556 2842830.5538528413)
98.37561419906942,25.70185160661376,square,POINT (437355.25827661174 2842814.506361071)
98.37566684635397,25.701759226301174,square,POINT (437360.4921709633 2842804.250899428)
98.37530108627192,25.701806664849023,square,POINT (437323.8192956362 2842809.6778807617)
98.37534819173702,25.701661852380575,square,POINT (437328.46968666255 2842793.6185273672)
98.37538698,25.70149956233592,square,POINT (437332.2768976002 2842775.627595724)
98.37510435168232,25.701539510675133,square,POINT (437303.94043426926 2842780.1857093796)
98.37492424255102,25.70134975594447,square,POINT (437285.77012632263 2842759.257141346)
98.37186025469056,25.70044583141449,square,POINT (436977.8746944899 2842660.6116735456)
98.37172347,25.700479212737097,square,POINT (436964.168015686 2842664.3736904934)
98.37183460734228,25.70033284840698,square,POINT (436975.2419045616 2842648.1117986543)
98.37164083,25.70034311959391,square,POINT (436955.8045958659 2842649.341722168)
98.37155818592178,25.70023270428796,square,POINT (436947.4546840335 2842637.153407208)
98.37156958474324,25.700774508644848,square,POINT (436948.88378391485 2842697.1491667326)
98.37023877233727,25.699996466545223,square,POINT (436814.947813359 2842611.6220310293)
98.38729502878972,25.697996485108582,square,POINT (438525.2464758893 2842382.091024359)
98.38742162915676,25.69790314803454,square,POINT (438537.90109845303 2842371.695693214)
98.38746076017928,25.69778284680895,square,POINT (438541.7655796895 2842358.3549663904)
98.38732265,25.69785129407289,square,POINT (438527.94338171795 2842365.999274622)
98.38712929740014,25.697892777244014,square,POINT (438508.56441587023 2842370.6832215423)
98.38716842842268,25.69778906928912,square,POINT (438512.43739122036 2842359.180074987)
98.38725589776718,25.697710251182976,square,POINT (438521.1732317756 2842350.410814359)
98.38724669046776,25.69756713396212,square,POINT (438520.17590602493 2842334.565861694)
98.38705333717992,25.69767291627238,square,POINT (438500.8299295043 2842346.370501595)
98.3870073,25.697818107525595,square,POINT (438496.2854060679 2842362.4708529995)
98.38689681308978,25.69774343776034,square,POINT (438485.1611602613 2842354.253131914)
98.38693134,25.697629358861896,square,POINT (438488.56687950896 2842341.6036117724)
98.38674259082448,25.697757956885027,square,POINT (438469.6945795946 2842355.932836464)
98.38677712,25.697660471299585,square,POINT (438473.1088122238 2842345.120906146)
98.38683696564354,25.69756091147036,square,POINT (438479.0625031061 2842334.067478942)
98.38701190433252,25.697450980728885,square,POINT (438496.5586965586 2842321.8119692416)
98.38868533100222,25.697965372758706,square,POINT (438664.727568362 2842377.9993968843)
98.38857714523404,25.697948779502106,square,POINT (438653.86416117195 2842376.2120365994)
98.38839530107046,25.69796329860176,square,POINT (438635.6261248094 2842377.9043703424)
98.38736667532054,25.698503927895786,square,POINT (438532.6957526936 2842438.253454016)
98.39201075440944,25.69346921508677,square,POINT (438996.0954416815 2841878.5420542243)
98.39182795943472,25.693390435267503,square,POINT (438977.713732103 2841869.9021456568)
98.39150210752334,25.693200647307087,square,POINT (438944.9211089395 2841849.0349845407)
98.39148422540624,25.69309680093656,square,POINT (438943.0738661123 2841837.54299601)
98.39155377,25.693028763610226,square,POINT (438950.0169638627 2841829.976214636)
98.39219554,25.69359275606204,square,POINT (439014.69929080585 2841892.138052072)
98.39585352408882,25.69293790756281,square,POINT (439381.40799468925 2841817.935150003)
98.39583151,25.69276683259445,square,POINT (439379.11280055105 2841798.999915224)
98.39589204330387,25.69258336061614,square,POINT (439385.09352267394 2841778.6539378115)
98.39505837743503,25.692712286900694,square,POINT (439301.5086693987 2841793.314258778)
98.39479149430213,25.692680055342645,square,POINT (439274.71323940565 2841789.867455221)
98.39481625665464,25.69256104643734,square,POINT (439277.1375429919 2841776.6766885435)
98.39526197900037,25.692786667385988,square,POINT (439321.97576642415 2841801.4578645723)
98.39523721664784,25.69220153964698,square,POINT (439319.19457621203 2841736.6705123717)
98.39629608416364,25.693745234491576,square,POINT (439426.2228706115 2841907.137910372)
98.38325279347254,25.690281974402676,square,POINT (438115.67824695393 2841529.6496084705)
98.38320983410254,25.69005743960061,square,POINT (438111.25156088476 2841504.804070526)
98.38316973869055,25.689881940839925,square,POINT (438107.13758104906 2841485.387590718)
98.38915012840356,25.68910762,square,POINT (438706.8290298573 2841396.8500202443)
98.38915012840356,25.68893449389031,square,POINT (438706.74041959865 2841377.6774656014)
98.38669626,25.685711938713563,square,POINT (438458.85548475705 2841021.9426509496)
98.38677473333664,25.68562027016656,square,POINT (438466.6825142304 2841011.754481251)
98.38193393696216,25.68842273,square,POINT (437982.37830231444 2841324.3697896274)
98.38216535049358,25.688544626258224,square,POINT (438005.66232921294 2841337.7601304427)
98.37478919831489,25.687555361407203,square,POINT (437264.9929881259 2841231.6863954617)
98.37463566556065,25.687507923925192,square,POINT (437249.56193898123 2841226.5059059146)
98.37466637211148,25.68738933013753,square,POINT (437252.5810440746 2841213.3578893244)
98.37484183811632,25.687440720793347,square,POINT (437270.2150646911 2841218.9657593775)
98.37490325121804,25.68734189258941,square,POINT (437276.32578862744 2841207.9920768687)
98.37475849176404,25.68729050189096,square,POINT (437261.77300191164 2841202.369618153)
98.37408294764536,25.68779254853385,square,POINT (437194.2488804555 2841258.2886328497)
98.37395573479186,25.68771348621077,square,POINT (437181.4423018768 2841249.593483894)
98.37372762898556,25.687843939015703,square,POINT (437158.6215790279 2841264.1486623567)
98.37358725618166,25.687907188809096,square,POINT (437144.5691444193 2841271.219887484)
98.37026847119552,25.689485128629208,square,POINT (436812.3802042073 2841447.548357784)
98.37034168222344,25.689410548622853,square,POINT (436819.6870784066 2841439.2541329544)
98.37037669619336,25.68933310010529,square,POINT (436823.15963222674 2841430.660502812)
98.37046263957396,25.689241309204444,square,POINT (436831.73505033564 2841420.454210398)
98.37058678001264,25.68966870998436,square,POINT (436844.417118809 2841467.726588546)
98.37051993516104,25.689694526089728,square,POINT (436837.7233257768 2841470.617489674)
98.37027802046003,25.689691657633848,square,POINT (436813.4473819456 2841470.415464525)
98.37040852707504,25.68874506,square,POINT (436826.0434393186 2841365.524259558)
98.37150350940593,25.68841518791365,square,POINT (436935.74432691786 2841328.469886399)
98.3694536,25.689393337845523,square,POINT (436730.56505740486 2841437.7730002315)
98.36937084033124,25.689330231640707,square,POINT (436722.2272795273 2841430.8240414667)
